X,Y,Z,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,Label
0.004912314661768384,0.6931907749193863,-0.203640486,0.5953221199773836,0.3531896091253836,-0.061400644,-0.278294946,-1.650444418,0.7590724601030867,-0.420487348,0.3721491555369604,1.48597291930713,-0.798376447,1.8547276120761904,0.6226310328614728,0.9630825413965729,0.30146434801842564,0.19311343910592937,0.23149794971397172,-0.289785745,-0.493293969,0
0.11072935166995092,-0.079902591,-0.203640486,1.2689423427241224,0.3962455685260084,-0.061400644,-0.278294946,-1.710269883,0.7590724601030867,-0.420487348,0.8827944671288142,1.48597291930713,-0.798376447,1.8547276120761904,0.2786245690203875,0.9630825413965729,0.30146434801842564,0.12926535188979407,0.09356344078905118,-0.256385411,-0.493293969,0
0.21654638867813344,-0.272444657,-0.203640486,1.05098836540438,0.14875252497966016,-0.061400644,-0.278294946,-1.710269883,1.1065089256764777,-0.420487348,2.516859464222746,1.1417802701472335,-1.332930546,0.31468849546693123,2.3426633520668996,-0.488278885,0.06100204297737269,0.06541726467365877,0.024596186326590913,-0.256385411,1.1400175279285745,0
0.004912314661768384,0.7273460470179935,-0.203640486,1.2121707661302001,-0.683598474,-0.061400644,-0.278294946,-1.710269883,1.1065089256764777,-0.420487348,1.9891926422444972,1.1417802701472335,-1.332930546,0.31468849546693123,1.6546504243847289,-0.488278885,0.06100204297737269,0.19311343910592937,0.09356344078905118,-0.323186078,1.1400175279285745,0
-0.100904722,0.3635945118619423,1.3213661804330776,1.0271203201953611,0.14135854290700492,-0.061400644,-0.278294946,-0.9923643,-0.051612626,-0.420487348,0.7976869151968385,-0.208513969,-0.085637649,-0.565333857,0.2786245690203875,-0.488278885,-0.05922911,0.06541726467365877,0.024596186326590913,-0.456787413,1.1400175279285745,0
-0.100904722,1.3753142123917679,4.484914126612408,0.4805557527302568,-0.191869186,-0.061400644,-0.278294946,-0.9923643,0.06419952895630429,-0.420487348,-0.478926364,0.34748954131670284,-0.691465627,-0.345328269,-0.753394823,-0.488278885,0.30146434801842564,0.2569615263220647,0.30046520417643197,-0.356586412,1.1400175279285745,0
-0.206721759,0.5562925455614611,8.394663196772184,-0.177407645,0.9429222482837751,-0.061400644,1.1044159794875996,-1.411142557,0.9906967704853472,-0.420487348,-0.053388604,0.8770166938703898,-0.834013387,0.5346940835539682,0.9666374967025582,-0.488278885,0.42169550053895216,-0.50921552,-0.113338323,1.847835602635815,-0.493293969,0
-0.206721759,0.48873490941060704,7.812425925133132,-0.174563843,0.67447838624258,-0.061400644,2.0307166995871464,-1.530793487,0.9906967704853472,-0.420487348,0.08278347896824301,0.8770166938703898,-0.834013387,0.5346940835539682,-0.409388359,-0.488278885,-0.119344686,-0.381519346,-0.251272832,0.7456245953300059,-0.493293969,0
-0.206721759,0.6195296400657914,9.102202747345364,-0.038886933,0.8005707366197339,-0.061400644,-0.278294946,-1.231666161,0.7590724601030867,-0.420487348,0.457256707468936,1.353591131168708,-1.332930546,0.7546996716410053,0.2786245690203875,-0.488278885,0.42169550053895216,-0.317671259,0.09356344078905118,1.6474336013074862,1.1400175279285745,0
-0.206721759,-0.200597708,9.302999354793023,0.35411203673083136,0.7034558311589688,-0.061400644,2.0799842948600027,-1.291491626,0.5274481497208258,-0.420487348,0.09980498935463837,0.6652058328489151,-1.119108906,-0.345328269,0.6226310328614728,-0.488278885,-0.179460262,-0.573063607,-0.527141849,0.5118222604469554,1.1400175279285745,0
-0.206721759,0.35818768384216587,9.689349739696377,0.1319782871326355,0.6855382536876765,-0.061400644,1.118394478828141,-0.932538834,0.29582383933856504,-0.420487348,-0.070410115,1.0093984820088115,-0.905287267,0.6996982746192459,0.6226310328614728,0.9630825413965729,-0.179460262,-0.253823171,-0.251272832,0.21121925845446207,-0.493293969,0
-0.418355833,0.2653201997731627,8.756442537851335,-0.542935063,0.33212983954866937,-0.061400644,2.3121274198077497,-1.11201523,0.29582383933856504,-0.420487348,-0.257646729,1.7772128532116578,-1.190382786,1.8547276120761904,1.6546504243847289,-0.488278885,-0.419922567,-0.50921552,-0.320240086,0.4450215933375125,-0.493293969,0
0.004912314661768384,-0.919988437,1.878982065230863,-1.635871141,3.2681712540267784,-0.061400644,-0.278294946,-1.11201523,5.275746512557172,-0.420487348,-0.547012405,1.8301655684670266,-1.439841365,1.579720626967394,1.9986568882258142,-0.488278885,-0.179460262,-1.275392567,-1.354748903,2.2820399388471944,-0.493293969,0
0.004912314661768384,-0.919988437,2.064623674690992,-1.05248575,2.56944300347163,-0.061400644,-0.278294946,-1.11201523,3.538564184690216,-0.420487348,0.7296008736512579,1.9890237142331326,-1.439841365,1.9097290090979495,1.6546504243847289,-0.488278885,-0.179460262,-0.828455956,-0.734043613,1.1798289315413852,-0.493293969,0
0.004912314661768384,-0.919988437,2.1554548613618616,-0.14972576,3.920269221621993,-0.061400644,-0.278294946,-1.351317091,6.318055909277345,-0.420487348,-0.32573277,1.9890237142331326,-1.439841365,1.9097290090979495,1.9986568882258142,-0.488278885,-0.780616025,-1.339240654,-1.492683412,1.5138322670886002,-0.493293969,0
0.004912314661768384,-0.919988437,1.6651726596357403,-1.151467322,2.467691598913267,-0.061400644,-0.278294946,-0.932538834,1.6855697016321296,-0.420487348,1.1721601436975313,1.856641926094711,-1.439841365,1.6347220239891533,2.3426633520668996,0.9630825413965729,-0.179460262,-0.573063607,-0.458174595,0.478421926892234,-0.493293969,0
-1.264892129,0.9780871085220352,1.9591230169032157,-1.344178428,-0.412511671,-0.061400644,-0.278294946,-0.9923643,2.2646304775877817,-0.420487348,2.2955798291996095,1.3800674887963926,-1.261656666,0.919703862706283,3.0306762797490703,-0.488278885,-0.900847177,-0.573063607,-0.734043613,0.1444185913450191,-0.493293969,0
-1.264892129,1.3822802364836388,1.5878962422894967,-1.105158624,-0.190376829,-0.061400644,-0.278294946,-0.9923643,2.0330061672055213,-0.420487348,0.7125793632648629,1.4330202040517612,-1.332930546,0.919703862706283,1.6546504243847289,0.9630825413965729,-0.419922567,-0.50921552,-0.665076358,0.1444185913450191,-0.493293969,0
-1.264892129,0.6125318307375048,2.096273873503103,0.907689196842474,-0.683598474,-0.061400644,-0.278294946,-1.052189765,2.612066943161173,-0.420487348,2.721117588859488,1.856641926094711,-1.404204425,1.6897234210109124,2.3426633520668996,-0.488278885,-0.660384872,-0.573063607,-0.734043613,0.11101825779029761,-0.493293969,0
-1.793977314,0.34539525143788213,1.466786609677084,0.11428503348966562,0.12966190319315382,-0.061400644,-0.278294946,-1.291491626,2.2646304775877817,-0.420487348,1.801956027994151,1.48597291930713,-1.368567485,0.9747052597280422,1.6546504243847289,-0.488278885,-1.02107833,-1.083848305,-1.285781648,0.010817257126133142,-0.493293969,0
-1.899794351,0.23289533920867908,-0.203640486,-0.04131395,0.3043439658319409,-0.061400644,-0.278294946,-1.231666161,2.0330061672055213,-0.420487348,1.3593967579478776,1.5918783498178672,-1.368567485,1.1947108478150792,1.3106439605436435,-0.488278885,-1.141309482,-1.147696392,-1.354748903,-0.05598341,-0.493293969,0
