X,Y,Z,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,label,time_step
0.004913656472224622,0.6933801453760929,-0.20369611765332,0.5954847540861685,0.35328609567576236,-0.06141741833654977,-0.278370972491814,-1.6508952975269278,0.7592798286091464,-0.42060221949691895,0.3722508217602642,1.4863788673841167,-0.7985945528665694,1.8552342991215847,0.6228011274729268,0.9633456426913303,0.30154670409518897,0.19316619512513325,0.23156119188969665,-0.2898649106029848,-0.4934287306257618,0,0
0.11075960130296848,-0.07992441950618254,-0.20369611765332,1.2692890009750595,0.39635381739944586,-0.06141741833654977,-0.278370972491814,-1.7107371060503231,0.7592798286091464,-0.42060221949691895,0.8830356348581465,1.4863788673841167,-0.7985945528665694,1.8552342991215847,0.2787006856341798,0.9633456426913303,0.30154670409518897,0.12930066545843305,0.0935890010866496,-0.25645545207528175,-0.4934287306257618,0,1
0.21660554613371225,-0.2725190854720396,-0.20369611765332,1.0512754815092373,0.14879316200160256,-0.06141741833654977,-0.278370972491814,-1.7107371060503231,1.1068112092107394,-0.42060221949691895,2.5175470367713695,1.142092189361125,-1.3332946849580085,0.31477446422468747,2.3433033366666622,-0.48841227648356805,0.06101870794298449,0.06543513579173284,0.02460290568512617,-0.25645545207528175,1.1403289654619917,0,2
0.004913656472224622,0.7275447482468455,-0.20369611765332,1.2125019151367162,-0.68378522434753,-0.06141741833654977,-0.278370972491814,-1.7107371060503231,1.1068112092107394,-0.42060221949691895,1.9897360632368908,1.142092189361125,-1.3332946849580085,0.31477446422468747,1.655102452989168,-0.48841227648356805,0.06101870794298449,0.19316619512513325,0.0935890010866496,-0.32327436813041466,1.1403289654619917,0,3
-0.1009322880120103,0.3636938409446072,1.3217271602951368,1.0274009158657125,0.14139715999008082,-0.06141741833654977,-0.278370972491814,-0.9926354007687621,-0.05162672589301456,-0.42060221949691895,0.7979048326751661,-0.20857093224905662,-0.08566104407816619,-0.565488298692355,0.2787006856341798,-0.48841227648356805,-0.05924529059008865,0.06543513579173284,0.02460290568512617,-0.4569122012409536,1.1403289654619917,0,4
-0.1009322880120103,1.3756899300206369,4.486139345649838,0.48068703418428554,-0.19192160235931116,-0.06141741833654977,-0.278370972491814,-0.9926354007687621,0.06421706740595955,-0.42060221949691895,-0.479057200286803,0.347584470846529,-0.691654526248227,-0.34542260807985903,-0.7536006403793286,-0.48841227648356805,0.30154670409518897,0.25703172479183356,0.3005472872912201,-0.3566838266581177,1.1403289654619917,0,5
-0.2067782328345693,0.5564445172183121,8.396956507196178,-0.1774561104504528,0.9431798420517518,-0.06141741833654977,1.1047176912717525,-1.4115280624330744,0.9909674156768751,-0.42060221949691895,-0.05340318903168635,0.877256283189593,-0.8342412284060169,0.5348401549242443,0.9669015693116739,-0.48841227648356805,0.4218107021712912,-0.5093546309369358,-0.11336928551970094,1.848340406798076,-0.4934287306257618,0,6
-0.2067782328345693,0.4888684252077658,7.814560176087167,-0.17461153156133064,0.674662644670399,-0.06141741833654977,2.031271464435817,-1.5312116794798645,0.9909674156768751,-0.42060221949691895,0.08280609433813067,0.877256283189593,-0.8342412284060169,0.5348401549242443,-0.4095001983816235,-0.48841227648356805,-0.11937728936780542,-0.3816235720359241,-0.25134147639784793,0.745828290082081,-0.4934287306257618,0,7
-0.2067782328345693,0.6196988872670516,9.104689348153489,-0.03889755642265235,0.8007894418228892,-0.06141741833654977,-0.278370972491814,-1.2320026358626157,0.7592798286091464,-0.42060221949691895,0.45738162394324455,1.3539609142983506,-1.3332946849580085,0.754905845623801,0.2787006856341798,-0.48841227648356805,0.4218107021712912,-0.31775804258541823,0.0935890010866496,1.6478836583042589,1.1403289654619917,0,8
-0.2067782328345693,-0.20065250882836236,9.30554081056064,0.3542087754327549,0.7036480058444503,-0.06141741833654977,2.0805525189619103,-1.2918444443860109,0.5275922415414174,-0.42060221949691895,0.09983225477472693,0.6653875582523675,-1.1194146317213236,-0.34542260807985903,0.6228011274729268,-0.48841227648356805,-0.1795092881455222,-0.5732201603874416,-0.5272858571538687,0.5119620835059607,1.1403289654619917,0,9
-0.2067782328345693,0.35828553585036516,9.691996741244782,0.13201434182993382,0.6857255335261362,-0.06141741833654977,1.1187000093528159,-0.9327935912450939,0.29590465447368847,-0.42060221949691895,-0.07042935008205492,1.009674236275359,-0.9055345794849118,0.6998894229489118,0.6228011274729268,0.9633456426913303,-0.1795092881455222,-0.2538925121346392,-0.25134147639784793,0.21127696076523464,-0.4934287306257618,0,10
-0.41847012247968735,0.2653926816033394,8.75883468157412,-0.5430833857101656,0.3322205728463799,-0.06141741833654977,2.312759062330803,-1.1123190178155524,0.29590465447368847,-0.42060221949691895,-0.257717114634197,1.777698364172802,-1.1907079828002187,1.8552342991215847,1.655102452989168,-0.48841227648356805,-0.4200372842566624,-0.5093546309369358,-0.3203275713367848,0.44514316734135495,-0.4934287306257618,0,11
0.004913656472224622,-0.9202397659355414,1.8794953783278374,-1.6363180394022092,3.269064075307466,-0.06141741833654977,-0.278370972491814,-1.1123190178155524,5.27718777642986,-0.42060221949691895,-0.5471618414874578,1.8306655454071081,-1.4402347105760778,1.5801521857471386,1.9992028948279155,-0.48841227648356805,-0.1795092881455222,-1.2757409873438257,-1.3551190024227504,2.2826633618680137,-0.4934287306257618,0,12
0.004913656472224622,-0.9202397659355414,2.065187702603801,-1.0527732752235284,2.5701449413641018,-0.06141741833654977,-0.278370972491814,-1.1123190178155524,3.5395308734218935,-0.42060221949691895,0.7298001909287817,1.9895670891100279,-1.4402347105760778,1.9102507217964735,1.655102452989168,-0.48841227648356805,-0.1795092881455222,-0.8286822791897382,-0.7342441439712257,1.1801512451520184,-0.4934287306257618,0,13
