feat_0,feat_1,feat_2,label
0.4967141530112327,-0.138264301,0.6476885381006925,0
1.5230298564080254,-0.234153375,-0.234136957,0
1.5792128155073917,0.7674347291529088,-0.469474386,0
0.5425600435859647,-0.463417693,-0.465729754,0
0.2419622715660341,-1.913280245,-1.724917833,0
-0.562287529,-1.01283112,0.3142473325952739,0
-0.908024076,-1.412303701,1.465648768921554,0
-0.2257763,0.0675282046879238,-1.424748186,0
-0.544382725,0.110922589709866,-1.150993577,0
0.3756980183456719,-0.60063869,-0.29169375,0
-0.601706612,1.8522781845089376,-0.013497225,0
-1.057710929,0.822544912103189,-1.22084365,0
0.2088635950047554,-1.959670124,-1.328186049,0
0.1968612358691235,0.7384665799954104,0.1713682811899705,0
-0.115648282,-0.301103696,-1.47852199,0
-0.719844208,-0.460638771,1.0571222262189155,0
0.3436182895684614,-1.763040155,0.324083969394795,0
-0.38508228,-0.676922,0.6116762888408679,0
1.030999522495951,0.9312801191161986,-0.839217523,0
-0.309212376,0.3312634314035639,0.9755451271223592,0
-0.479174238,-0.185658977,-1.106334974,0
-1.196206624,0.812525822394198,1.356240028570823,0
-0.072010122,1.0035328978920242,0.3616360250476341,0
-0.645119755,0.3613956055084139,1.5380365664659692,0
-0.035826039,1.5646436558140062,-2.619745104,0
0.8219025043752238,0.0870470682381712,-0.29900735,0
0.0917607765355023,-1.987568915,-0.219671888,0
0.3571125715117464,1.477894044741516,-0.518270218,0
-0.808493603,-0.501757044,0.915402117702074,0
0.3287511096596844,-0.529760204,0.5132674331133561,0
0.0970775493480403,0.9686449905328892,-0.702053094,0
-0.327662147,-0.392108153,-1.463514948,0
0.296120277064576,0.2610552721798893,0.0051134566424608,0
4.765412867,3.584629258,4.5793546769999995,1
-0.342714517,-0.802277269,-0.161285712,0
0.4040508568145384,1.8861859012105304,0.1745778128318389,0
0.2575503907227643,-0.074445916,-1.918771215,0
-0.026513875,0.0602302099410264,2.463242112485286,0
-0.192360965,0.3015473423336124,-0.03471177,0
-1.168678038,1.1428228145150203,0.7519330326867741,0
0.7910319470430469,-0.909387455,1.4027943109360992,0
-1.401851063,0.5868570938002703,2.1904556258099785,0
-0.990536325,-0.56629773,0.0996513650876412,0
-0.503475654,-1.550663431,0.0685629748060273,0
-1.062303714,0.4735924306351816,-0.919424234,0
1.5499344050175394,-0.783253292,-0.322061516,0
0.8135172173696698,-1.230864316,0.2274599346041294,0
1.307142754282428,-1.607483235,0.1846338585323042,0
0.2598827942484235,0.7818228717773104,-1.236950711,0
-1.320456613,0.5219415656168976,0.296984673233186,0
0.2504928503458765,0.3464482094969757,-0.680024722,0
0.2322536971610035,0.2930724732986812,-0.714351418,0
1.8657745111447568,0.4738329209117875,-1.191303497,0
0.6565536086338297,-0.97468167,0.787084603742452,0
1.158595579007404,-0.820682318,0.9633761292443218,0
0.4127809269364983,0.82206015999449,1.8967929826539476,0
-0.245388116,-0.753736164,-0.88951443,0
-0.815810285,-0.077101709,0.3411519748166439,0
0.276690799330019,0.8271832490360238,0.013001891877907,0
1.4535340771573169,-0.264656833,2.720169166589619,0
0.6256673477650062,-0.857157556,-1.070892498,0
0.4824724152431853,-0.223462785,0.714000494092092,0
0.4732376245735448,-0.072828913,-0.846793718,0
-1.514847225,-0.446514952,0.8563987943234723,0
